Chinese	Vietnamese
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>(特定战斗)</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>(特定战斗)</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>(特定战斗)</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>(特定战斗)</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>(特定战斗)</color>	Cho dù Đại ca các ngươi có đến, ta cũng không sợ!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ là một bọn tiểu đạo tặc mà thôi, ta còn không để vào mắt!<color=#c44b0e>( đặc định chiến đấu )</color>|Chỉ với mấy người các ngươi mà cũng muốn giết ta? Thật nực cười!<color=#c44b0e>( đặc định chiến đấu )</color>|Hôm nay ta sẽ bắt hết các ngươi!<color=#c44b0e>( đặc định chiến đấu )</color>|Các ngươi tự đưa mình đến cửa, thật tiết kiệm công sức cho ta!<color=#c44b0e>( đặc định chiến đấu )</color>
